trail_id,user_id,score
9133,1175,8
461,4459,6
67,9965,3
2799,2520,7
687,5959,9
995,4827,6
5594,6193,2
1707,2197,10
2660,3447,8
5489,4977,10
7520,3416,9
417,4254,9
9600,8176,6
7394,895,6
4380,9354,5
4987,3511,8
7479,5376,7
8199,1475,4
2821,9917,10
4443,7950,5
9518,1131,10
7823,6618,7
6231,8231,2
5547,6157,3
728,3062,7
7368,3937,3
3704,561,8
5657,5933,9
3103,8788,9
7095,4077,9
4266,8770,4
8870,2705,7
638,674,8
4094,269,9
4899,3744,4
6098,8902,10
4291,1270,4
713,3389,4
8362,783,10
3750,1373,1
8622,3969,5
3709,624,9
1005,2267,7
1958,6264,5
1548,8824,1
3765,8067,9
2727,3182,9
9437,1216,8
3532,3749,4
6884,3713,10
3925,1700,2
8918,4384,1
7419,6959,9
1902,6467,6
3434,9949,9
4689,8167,7
6329,208,3
2173,1646,2
3931,1601,4
343,4083,9
5028,387,10
7402,918,3
5537,9340,4
587,5589,9
9543,3278,10
6954,394,3
519,6272,6
551,2587,6
4438,2118,4
9046,1028,8
8351,1640,4
2206,7508,10
7078,9394,4
2708,2681,2
5541,7586,7
4088,970,10
9484,226,6
6782,240,2
4073,8831,6
1899,6707,8
4867,8332,5
3592,7779,9
3879,8625,8
9476,7181,8
2967,6424,2
9563,8884,1
2271,2789,3
3312,3917,6
4776,3559,2
7491,4693,2
863,528,6
3500,4034,9
2820,9969,2
1449,2222,3
5674,998,4
7577,2250,9
8713,7006,10
3346,5694,1
3900,1747,7
9091,9775,9
7699,7941,1
8706,342,10
173,4629,5
6925,1769,8
1255,7635,2
1864,5606,1
8522,1248,5
2219,59,5
7841,80,2
3464,1739,9
5175,8248,7
5065,4692,8
3704,9720,9
8687,2502,4
2171,8006,5
2343,9714,4
9710,8957,1
6685,1853,7
1909,277,1
9504,5399,3
2189,568,7
5824,8634,4
7137,7725,6
9542,2078,7
3168,3684,8
9924,7287,8
9475,3617,6
4343,6265,8
4315,8471,7
2360,6768,4
984,5772,9
5353,7531,2
56,9816,2
7351,9915,7
8571,7107,4
2825,4269,7
4905,8325,9
9235,1910,2
4694,5122,10
6437,5031,3
5099,9570,5
3851,3629,3
7128,5949,7
1470,5429,8
3841,2252,1
4944,647,5
7235,3004,8
3898,7763,2
3754,6629,5
5502,9212,3
3244,3794,8
9860,5112,6
6652,2516,7
7248,3655,3
24,5772,5
6990,82,10
1427,135,9
7520,5552,8
2158,4354,5
1856,244,4
1704,2328,3
9094,9655,1
269,816,9
7759,5778,9
5671,2456,9
6660,3281,8
458,3040,1
5895,9591,8
4370,4430,4
5684,9858,5
4671,2848,3
231,4045,9
7938,8332,9
1589,296,6
1137,7162,4
7360,2733,6
6097,466,2
2100,3331,3
2134,2384,1
2604,6414,3
2091,1721,2
9853,9353,7
2687,2080,3
2066,2015,4
5440,4158,4
8910,8531,5
5583,9211,10
5620,567,9
2052,1316,4
7090,5475,10
598,9935,3
5958,4339,8
577,8079,7
7141,5312,1
2467,9802,3
5392,4960,2
128,4253,5
4637,7851,6
9323,4134,8
9837,6991,6
3595,8645,8
5614,6609,7
5495,6597,10
4891,8639,5
4250,9778,10
7994,8946,6
2404,9420,3
8583,1603,3
2681,9755,4
5617,6079,9
967,6443,5
3898,50,7
6262,164,4
1840,4644,1
9271,5132,3
3067,1969,3
9599,8131,8
4618,6911,4
7818,5028,6
2435,893,7
547,6010,8
347,1657,9
607,2072,5
450,8523,6
7448,9115,8
2611,845,5
9045,7007,4
193,8511,2
5061,4158,4
2449,6314,4
6445,6420,3
6943,6212,4
1407,6409,8
8467,5893,2
1541,62,1
4199,52,3
6129,911,9
1355,8959,1
2356,6643,8
6049,8350,8
7662,7337,5
777,3730,3
2886,7267,5
2389,1327,2
8728,6777,9
8936,7102,9
7848,3269,6
7432,4167,1
3019,6687,1
2954,8173,6
5593,706,10
2779,6460,10
1355,933,7
6790,6198,9
6382,3930,6
9692,944,8
434,5524,2
5972,7197,8
724,4749,6
544,2345,3
6872,497,5
4433,5994,10
69,3910,9
9313,766,3
897,6108,6
6027,5336,1
8801,1778,2
1456,5189,10
3242,3117,10
5373,5239,6
2937,6164,7
7572,1594,2
2667,445,1
9588,5558,2
3392,6315,10
7562,3480,6
8571,8130,1
9813,5201,5
285,6477,7
2009,2307,9
2403,480,3
7555,9738,4
8675,2758,8
9975,299,8
3140,7024,7
2675,8036,2
502,433,4
8328,5373,1
7953,9512,2
9855,9259,5
711,2894,9
7098,558,2
7115,4349,3
5543,2219,3
8828,8906,10
8433,8486,7
7090,6058,2
7134,6302,7
4738,6342,9
1398,8857,9
5091,2126,7
2168,9351,10
827,5701,3
1431,7604,4
6705,6069,1
579,2173,7
7016,3384,1
3851,9061,2
9978,5427,8
4135,3963,5
9611,8940,5
662,3072,6
3680,7591,5
7499,7700,10
7794,6746,9
1298,634,10
1063,8204,9
2512,7207,10
4457,8505,6
239,5999,4
5448,925,10
4033,3963,2
4005,4244,7
9527,9612,4
5560,1707,5
4262,5309,1
430,5417,6
8083,7895,7
1813,9326,4
4915,7078,10
6411,4081,5
6355,8393,8
3421,2238,10
3897,9704,7
1909,1065,9
2625,2664,9
598,3552,8
2925,8380,4
5285,29,1
5307,6455,8
978,8017,5
4556,9247,1
4170,636,1
3637,3162,9
220,7128,10
9556,9314,7
4689,2245,1
1889,2663,2
6236,9410,9
1644,9961,7
4827,2773,4
2759,5140,8
9749,5905,5
8918,1165,8
9345,5797,2
7333,699,6
1164,618,10
8897,8421,8
4307,6920,8
9697,981,5
8237,1844,9
5868,4046,10
6344,3089,6
9289,7064,2
7904,4164,3
6535,2684,2
9762,909,3
9452,7374,10
2507,9527,8
7641,8991,4
2676,7896,2
4681,762,9
4342,8032,3
8571,4197,2
2711,8795,4
6250,8543,7
1719,5404,7
5547,1084,5
4960,2071,1
5545,7843,1
2855,4799,7
5029,2263,4
8631,190,9
6259,5905,6
1415,8202,9
4914,3710,6
2966,2573,6
1441,8181,7
5456,6504,6
3683,3770,7
2621,2519,10
751,8259,4
7160,847,8
8335,1140,6
7958,4752,4
3661,66,5
17,161,8
213,7817,6
7182,6448,9
871,38,3
9155,2479,7
4529,9314,5
9706,7785,6
6514,8170,6
1920,6707,8
2225,6095,6
5292,9614,10
5502,8600,6
8184,3976,8
410,5745,7
2875,2241,8
880,1820,7
8607,6869,4
6902,4911,8
3750,7866,9
1878,9167,2
8975,9813,10
1609,822,3
2502,6185,5
2878,9849,5
7727,2187,10
4517,9782,7
6011,9892,5
9166,3091,1
8496,2651,6
6989,946,3
1535,2702,3
1961,3431,8
8272,3694,4
2852,6568,10
4017,5130,4
7745,528,6
2387,3573,6
8150,1954,8
1127,1866,10
2217,7841,8
3178,7516,5
4512,3153,3
3863,8303,10
6191,50,8
2737,3066,2
2657,9401,10
9513,3762,6
5358,8806,3
4697,9972,3
1,3275,2
9606,7511,7
8631,3272,5
3431,9962,10
4319,6519,6
4876,5166,6
7981,5664,10
2579,186,4
4770,2554,1
3102,2778,3
8912,9060,5
3089,1218,1
745,3839,2
871,7555,6
6859,4185,9
4167,1699,10
2895,7266,6
610,6254,9
4394,9517,5
6551,2071,7
3164,9801,3
4712,614,9
458,9736,9
2861,4562,9
6305,5719,7
5977,8047,8
6451,3003,8
9532,8415,4
5584,687,9
9996,883,8
9207,2780,7
7271,9043,8
3380,856,10
2283,7870,8
3490,4527,4
3677,5563,4
3221,124,5
541,2507,5
7194,2157,6
4539,3187,6
2223,2832,7
4406,8810,4
1791,1555,6
6016,4521,6
7388,1822,10
396,586,7
4021,8468,9
5327,9861,10
1045,9441,9
4475,9534,10
226,6775,8
4011,2972,3
6836,3641,4
4390,7030,6
6198,6508,7
6579,6607,5
300,9869,9
7679,276,8
8489,6470,7
2587,8875,2
9585,42,9
1958,5604,4
4299,4356,3
6113,1282,4
8970,7697,2
5949,1012,2
1033,8419,5
8856,7904,7
8514,7641,7
7358,1522,4
1890,9250,10
578,2759,6
4187,931,1
2963,9915,1
9231,1538,1
8308,7078,10
7900,7722,10
9344,6142,8
815,7906,1
5651,9311,7
8389,5960,6
7337,6220,1
9110,3643,9
5595,3068,3
2881,4756,3
5859,681,8
6857,7255,6
3906,2571,8
3009,6943,6
4672,712,6
9763,3359,7
6508,4783,5
8280,3822,8
8177,4937,3
9567,397,5
104,654,4
7140,9141,1
6901,356,10
4236,4259,6
5099,193,6
7056,922,9
6819,4390,9
79,9199,2
4683,4171,7
1204,2154,3
454,2540,5
85,4663,6
5704,8969,6
9177,8112,7
3393,5338,5
9048,9121,8
4768,8708,8
7328,7276,4
6860,2493,4
3709,585,8
5181,6623,5
1045,5809,5
6486,4018,1
8618,2204,9
3941,6739,8
1363,4217,9
1601,371,5
6684,5639,1
8300,4004,9
8725,5623,9
2271,7703,7
6002,2532,8
2127,9762,9
1040,7642,10
9454,7252,1
3860,9139,9
6684,7529,8
5907,3935,9
8732,1285,4
3487,7502,1
2150,2531,6
1641,2165,1
8737,6355,2
9575,6121,4
7818,4074,4
1635,4532,8
9524,7418,1
7037,6454,1
4181,3977,5
2105,4428,2
6165,5766,8
3738,2629,10
5981,5790,8
9066,81,6
3449,3354,9
8927,9585,9
4537,5261,1
9402,1271,10
4531,7023,1
7200,7539,1
3957,4211,8
6999,4797,7
3555,8834,9
1840,6518,1
2054,9248,9
7703,9475,7
2414,3954,3
5365,2009,5
1873,2237,8
3929,8380,7
5676,9567,3
6051,178,1
7388,9612,1
4836,5340,10
7150,3339,9
5510,7453,5
4851,6008,6
4651,4558,8
6450,6122,1
6389,1892,8
5702,4696,3
8813,3067,10
4630,450,6
4622,9203,10
9336,1346,3
5024,6152,4
9893,8832,1
2583,8200,8
975,5851,9
7505,1190,10
100,1799,7
5453,2381,4
2054,4508,9
5849,2187,3
4730,3445,8
8691,1457,10
3350,9998,8
7960,1488,5
452,8924,6
4176,1045,10
3677,2800,1
2202,2594,1
8386,3111,8
5850,4656,10
6820,4098,3
6573,5500,10
6754,8037,9
1409,7763,1
8792,2616,3
4210,4414,2
6852,1766,1
4610,375,6
5829,4179,3
9186,2381,8
7239,5613,7
4185,3511,1
1810,3556,1
9393,5369,10
9610,8588,1
1480,8058,5
5610,7108,7
5354,5711,10
506,7883,7
3834,9982,1
2161,6273,3
970,2381,7
8062,905,5
4035,7668,5
3693,2682,3
2088,4165,5
7302,1751,8
5066,2435,5
6569,9268,3
1853,8483,3
499,8496,2
2452,8094,1
1024,6993,3
8625,209,9
2199,8188,10
7896,8840,6
7495,2949,2
5493,2218,5
2555,168,9
2728,4648,8
4131,313,1
3023,4127,7
6926,3369,4
7343,8085,2
8961,5199,8
7556,7828,6
690,8386,7
9061,1621,2
3199,203,6
2824,4916,2
754,6738,5
1907,91,8
4703,4239,4
6297,6689,5
3605,8221,7
5432,4681,1
6525,267,7
4536,290,5
7363,8724,7
1365,9575,4
200,8161,5
3851,9910,8
3361,7738,3
7391,6868,4
4074,4977,6
7709,3558,5
4830,8291,10
1305,2596,8
366,7127,8
4477,5152,1
1667,7335,7
5582,5187,10
179,2987,8
3434,6952,10
6834,1520,10
4170,2423,7
8283,7638,6
3149,7913,5
5634,2907,4
5043,1661,7
3788,910,10
8977,6313,4
989,6289,6
5310,1575,9
7403,4614,3
5903,293,2
7450,4499,4
1312,3378,3
4660,5692,9
2069,2841,8
8281,9892,5
8981,311,1
6470,11,9
5397,8935,10
3345,4957,5
914,668,1
4142,7957,5
537,9271,3
3855,1428,10
3981,8834,10
3845,1281,3
4190,9724,10
5515,1889,3
3274,54,3
4761,4533,9
7981,2481,6
8144,5034,3
1876,792,3
4489,5423,6
1457,9202,1
9265,8340,8
5769,1720,8
555,5057,2
3654,2202,8
3340,4791,6
5583,841,10
9751,5269,4
4689,5910,4
6173,467,8
8221,9542,2
7029,204,5
8047,7908,5
6382,3693,5
1985,2031,1
4222,9728,2
4729,1600,3
5912,9697,2
807,9306,6
1533,1844,8
8663,8997,8
343,2322,5
2511,7022,8
5702,7472,3
3006,3618,4
2683,171,10
6507,7610,2
4403,8884,8
9234,9400,7
3729,5029,4
5379,1065,2
3951,8216,3
3969,9661,6
3991,7473,1
6056,1252,1
6742,4153,5
3198,1356,2
7725,3118,1
8967,6941,1
3006,4996,6
2354,4678,2
581,547,9
7391,9320,8
396,8346,4
2679,7207,2
8962,112,9
9547,5528,5
295,160,7
9248,3070,1
4874,3529,9
5544,1939,2
682,8098,6
7035,7817,5
885,44,4
6662,2797,7
4229,6311,9
5089,3832,1
5099,1263,3
5589,148,1
7267,6820,9
2534,4825,1
9893,94,5
6618,6519,8
2978,5122,9
1490,6110,2
2633,4979,8
9867,1381,3
2648,1438,5
3595,2681,7
9513,4591,4
5760,9960,3
1358,8841,4
3735,1617,7
2067,9019,9
9286,9078,6
9868,7093,7
1487,5269,6
8924,2635,2
8418,2089,2
3666,494,4
8219,974,2
4927,680,2
5027,4467,1
5876,7496,10
3788,9358,7
9473,7032,1
8101,6712,7
4105,9496,4
8478,1831,9
4224,4939,7
1427,2530,1
9557,8415,5
350,9059,1
6105,50,5
6846,2130,1
4221,9421,8
666,6137,9
321,7389,6
9133,7277,10
8727,9209,6
8575,9091,9
2352,6102,9
3009,7524,10
8797,337,6
7972,602,4
4687,4126,5
5704,9815,6
2746,1222,2
4462,2713,4
246,500,6
7297,4714,1
8399,3122,4
4792,9133,9
9671,9694,4
8445,8091,8
8430,5492,7
7188,1062,7
5373,3214,8
7672,6975,7
4446,1857,5
7763,5342,8
5247,4454,4
5757,69,6
7895,2603,8
2502,2779,10
2294,7653,7
3606,5046,1
3066,7294,4
9212,3383,4
8282,7509,4
8015,6191,10
546,3544,9
6550,7628,1
8566,1143,3
3050,3722,1
5631,3500,2
7474,5014,6
1619,5677,9
4068,18,10
3239,7218,6
2049,7607,8
4753,8403,7
8997,2115,9
3632,9987,3
4069,2899,5
3176,5708,9
5079,6870,6
8307,8536,7
9202,9767,4
2562,5680,8
7681,3091,6
7467,4617,2
6245,7992,4
5271,2663,8
2760,2254,6
3322,7220,7
2872,6133,4
5919,2392,3
6677,6605,4
7042,6541,4
8495,1981,10
2849,6892,5
3476,5114,3
630,9558,1
5371,5876,9
170,4656,6
6987,5147,7
5540,543,3
401,5944,9
5467,4078,7
5099,7052,5
2312,7336,6
4544,7187,5
9937,863,10
2356,950,6
8338,623,8
1128,5611,9
893,4475,10
692,6614,4
1601,8574,9
2113,9795,2
3090,5658,8
7843,3427,8
273,9481,1
2897,2805,4
3437,3526,8
7666,7598,10
1292,3126,5
8770,6756,2
9823,9813,7
9848,5437,10
3202,8779,10
4585,5531,2
3502,8596,2
3588,1988,3
7471,7397,1
1521,8969,4
5038,8865,9
1064,1697,5
404,8200,2
1034,8778,7
4282,1805,5
790,4736,5
817,7156,2
3384,4936,2
6163,6194,6
7835,692,5
9755,5185,2
7241,8199,6
7715,5240,1
2795,347,7
4929,1057,9
2045,2458,6
3533,2346,2
7350,9933,2
892,2694,5
2630,8901,7
8513,6869,1
6594,8180,8
5353,148,1
2092,6594,3
1826,9098,8
8246,6676,9
2955,8146,4
8280,7273,3
2410,6725,5
8253,3802,10
7547,9351,7
5649,3731,8
2419,5632,2
3869,2854,10
5036,9831,3
5690,4787,8
2583,1015,7
7441,3688,5
9965,529,8
5538,3481,9
1472,5123,6
1284,2708,6
5504,2394,8
5665,4506,5
6433,5020,3
7031,9202,1
9773,7934,6
2955,7151,1
1122,5821,7
3601,4370,1
8411,6829,5
6117,6791,7
5496,9923,10
6933,9478,1
6405,366,3
6636,5258,9
5310,4033,1
458,5286,4
6062,5573,2
8759,7217,8
9203,8572,10
1399,8116,10
2527,8645,3
5556,3202,7
3765,5569,2
2386,9391,9
6780,3057,4
6508,5458,10
9306,4671,5
3347,2679,8
1287,9182,10
7847,993,2
2654,1848,10
2627,9949,10
7737,4094,6
6677,1214,2
2174,6506,7
6243,1236,2
1510,6298,2
5184,5785,8
7124,3555,5
2382,3277,3
7181,9905,1
4062,8249,9
8428,8453,2
3713,3334,4
5297,4892,5
4095,8887,10
6465,4431,8
8250,3457,1
527,5513,10
7766,602,3
7288,9993,7
7231,8444,7
8889,8223,3
8005,3420,10
2613,8911,4
748,3938,3
4008,3088,8
4004,1803,10
1478,9930,10
4620,7233,6
2263,8268,4
8133,1968,2
2381,1299,4
6236,604,7
7075,6383,2
9311,6467,6
6804,1158,10
1949,7590,2
7234,4928,7
4843,8137,6
6831,7454,6
9851,7045,4
1632,9850,1
6720,9879,1
5350,2636,8
1059,6531,8
2153,5515,9
5192,3684,7
7231,4380,6
3609,5426,7
8517,8141,5
5496,7967,3
6198,6702,1
159,3915,2
8378,2154,3
215,9532,7
8059,1374,9
3865,5222,3
3518,2601,10
859,6395,7
4819,8396,9
8746,7718,8
4296,7244,7
1291,9569,4
4246,5385,5
1284,1843,6
52,8903,3
2804,7552,5
4326,5186,2
197,3760,7
6080,3724,2
3782,728,7
7872,2722,7
64,9185,3
7823,5863,8
8169,3792,3
3818,4426,2
6494,6380,10
5877,2612,8
2744,100,9
7177,2786,3
5795,9814,9
1400,671,1
6228,1901,6
3342,8092,4
4473,4728,9
9622,4723,5
8611,231,1
7812,472,3
3042,1545,6
5522,9514,7
4489,958,6
9514,9031,6
9896,5212,6
9317,6857,1
596,2001,10
6175,1602,5
8399,8415,7
6020,767,9
6793,915,1
70,4515,5
6298,4198,4
6896,5835,8
1067,4407,4
1432,8437,10
8650,5427,6
666,4820,5
7436,6144,10
9998,3522,2
8558,2002,7
3364,3536,4
9721,5841,8
2532,3621,3
2963,2753,5
6973,5354,3
1171,1735,1
6557,4568,4
8701,8953,9
7644,27,4
3033,2759,3
9875,9564,5
7540,972,2
8006,8633,9
1683,8024,1
3748,8706,7
3457,2559,7
4024,8666,8
6498,5223,1
487,4439,7
8466,878,9
1451,1832,9
1354,2020,3
3312,825,1
658,3914,5
1511,1219,10
7219,9149,10
8980,1217,6
8151,7891,8
2121,5592,8
2665,5110,3
3243,6138,5
6710,8391,1
8461,9948,8
1716,3801,7
8827,5817,10
5897,2151,3
7656,6601,9
5063,751,10
1789,111,6
6244,8850,2
183,8302,9
4486,1145,4
4266,1476,7
8396,5833,7
7455,5843,9
3534,3947,4
1094,9756,9
2934,7500,3
3565,249,4
6301,8867,6
3492,2490,2
9507,7191,8
3766,9970,2
5410,8752,8
1353,2813,10
9471,8368,10
3244,2939,2
8967,7506,4
8469,6078,8
5097,3127,1
8230,9811,8
8570,189,7
2077,7906,4
4810,3039,10
4870,5896,5
6616,3593,5
2124,1978,3
8025,6670,10
9862,6083,3
9280,5466,8
7593,4808,10
1558,4484,1
739,6160,3
5719,6008,5
2975,6963,5
1137,2450,2
7162,1648,7
8535,6319,7
6612,2761,4
5263,1400,4
4609,9154,3
1726,5507,7
5965,8543,8
6312,4411,5
1770,6079,10
6665,274,1
2698,3542,1
3408,764,1
249,6558,8
4029,4722,4
5952,775,6
7522,78,6
5984,6695,1
607,645,9
3402,995,10
2602,9489,1
6385,6776,3
813,6937,8
9566,6737,1
4596,8669,1
6278,8665,10
5548,6036,3
9492,9980,2
3724,444,8
7479,7796,3
2065,1870,10
5141,9118,5
6177,5064,4
4650,9847,7
4273,6293,1
6067,4947,1
3986,1873,10
721,4116,3
5164,5095,8
1042,2207,6
2613,6867,3
4785,9002,2
5511,6011,6
2291,650,9
203,3901,7
9138,5143,9
3656,1475,7
9845,3190,9
158,9390,5
5600,876,2
1120,1879,1
6642,7078,10
9093,856,4
8881,4644,3
5267,441,10
3380,7368,4
7127,7918,4
1900,453,3
7888,4871,7
6592,9776,4
2296,7044,6
7986,1919,3
3477,1155,5
1768,2226,2
5843,8410,2
1208,9710,2
2413,7604,4
530,8904,1
8957,6767,3
99,1111,5
6289,6923,7
5739,1220,7
1793,8396,4
7548,7824,9
4119,638,4
3826,8290,9
4603,8003,9
9084,1611,1
6903,9138,5
4927,2993,8
195,4035,5
5099,3352,4
5110,8159,5
5328,9490,8
8361,8429,6
893,227,6
2198,7611,1
2460,7763,10
5501,3230,3
7411,4832,3
8101,8474,8
91,6306,2
6750,6598,9
6850,5115,9
752,4881,2
236,6773,4
431,6088,5
8925,1986,8
8560,1557,4
7077,8009,8
4739,8869,7
1759,9040,9
3197,9901,7
7457,5721,7
8723,8566,9
1867,5195,3
8127,3327,5
6881,6779,2
5894,5149,6
5110,9846,3
8545,1104,4
4443,6125,1
9974,2663,3
780,8430,7
767,7921,5
7340,6814,8
8079,8343,6
8501,8895,6
6124,6350,5
767,592,5
2175,1657,1
9983,2474,2
5725,5606,10
175,4279,7
6731,847,5
1555,1561,5
6655,5294,6
7937,1668,10
3297,306,8
3608,5119,5
4526,2278,9
5957,5105,7
150,6010,2
6054,5774,2
5329,1917,5
383,9968,7
1358,7168,10
8258,1120,6
7163,6456,3
6142,3927,4
7600,3960,5
3754,8213,10
9121,2295,7
6843,9811,2
2256,3471,6
2080,1958,1
9538,9453,3
2274,8106,8
3118,2865,7
9808,9799,1
5051,8814,4
9428,2754,7
6310,2223,3
3755,1472,10
8774,9171,7
1014,5094,4
2550,6745,4
1732,5895,9
4879,4992,4
8718,3963,4
4279,8114,7
2978,9818,2
6495,3901,1
6592,351,1
3781,8836,4
6932,775,7
3613,3735,4
9773,5790,2
4869,7122,5
92,4473,2
3525,5573,4
7070,4992,2
212,5475,10
7119,4483,8
1939,4355,8
9489,785,2
381,5982,7
7388,7641,10
1384,9013,8
2089,7171,1
4851,4555,4
8207,6889,8
659,9225,10
517,7293,9
7789,7795,3
426,3104,1
1422,5998,8
6731,8044,1
5227,9736,4
8753,8034,9
7015,1033,8
5409,8172,5
5950,9660,6
573,284,2
1789,1488,6
1741,653,7
7076,8702,7
9010,9245,6
5122,4030,3
8564,5948,5
9959,9228,3
2722,3759,6
5242,4699,2
6037,5320,8
5230,8093,3
8402,3829,6
5324,5217,7
6749,6438,4
5577,5100,3
5259,1702,7
9294,386,8
6705,2820,10
6461,5255,5
4103,3401,2
2824,7710,9
5995,2034,10
6257,3504,6
8166,4356,1
8966,5269,6
2077,9895,6
6974,2729,2
7368,4369,10
3799,7489,3
6833,7989,6
8593,3168,7
5252,2627,3
7349,6518,8
5838,6955,3
3100,9146,1
9946,4337,2
7974,5328,6
1445,8015,7
5952,8800,4
3209,3972,10
9797,3561,9
1727,6580,1
9252,8090,2
9741,8462,6
6982,7437,5
9741,4231,5
3830,6010,3
2476,8108,8
8086,4051,2
792,7926,5
3183,9919,2
170,7264,5
9563,2357,7
5283,1057,10
4330,4956,9
168,4078,9
4836,3387,1
8374,5567,1
8312,5919,9
9845,668,9
8663,7991,4
1775,9054,9
4737,1062,7
6914,3501,3
4647,4010,5
4654,7670,10
1675,5706,2
7671,431,7
8686,9470,5
8976,588,4
1124,7461,6
77,8939,9
283,6162,2
3818,9099,7
4616,1474,3
4851,5890,7
9589,8882,6
8022,7005,2
3011,930,3
266,2937,3
2692,2816,1
6908,430,1
5915,1401,6
9978,8548,7
8419,6514,9
3211,3321,6
8313,404,10
1863,2680,6
1016,7074,5
3839,1449,6
9988,850,5
771,3994,7
9816,3999,9
1733,364,4
7583,2392,1
9797,6800,10
3472,2677,5
9830,3461,1
104,5268,5
8118,9118,2
8309,8563,4
123,1288,9
3982,1777,10
7531,125,3
7670,1188,5
3045,2577,2
3603,5043,3
6730,5278,2
6832,7071,2
6504,835,8
7155,4701,1
3651,3842,3
1282,6618,7
8333,292,6
7133,7905,7
9708,3488,8
722,2273,10
6667,9291,9
3990,1021,7
1692,9808,8
6267,5214,5
9429,5778,9
8333,1075,4
7935,6936,8
7064,8513,9
4813,8177,6
2172,8566,10
5957,3910,5
9418,8863,5
6931,1852,7
5925,4987,2
1803,8818,1
1369,1680,9
4759,1436,4
2433,4983,8
1569,6689,8
722,5799,10
4215,6904,7
460,8038,9
3546,6866,6
1388,6564,5
4208,3225,5
5586,1302,5
9660,814,8
3077,4514,8
7695,7675,10
1501,5959,5
5877,9484,10
7248,9505,9
8378,1695,6
9643,5178,4
8407,1723,9
9836,1655,6
7979,2829,3
3467,6871,9
8655,130,5
8668,3936,10
5494,631,7
3566,9055,4
250,3616,10
1057,1510,9
2693,3401,8
2087,7552,1
9129,9011,2
803,9239,2
6631,7862,8
7396,2705,6
2282,2271,7
6169,1670,7
3686,8407,5
7924,5843,2
1932,7667,1
2391,5414,3
6724,9847,3
3128,1948,5
2434,8162,3
1484,973,9
8218,9699,1
6029,7436,1
6356,7981,9
9522,1901,5
8283,5155,3
6809,8017,9
6419,424,9
4617,3581,9
1085,1354,9
7753,8003,8
3172,5207,5
8347,7234,7
8634,3786,9
2266,8293,2
9446,5736,5
8787,9103,1
1414,3266,6
9012,6802,1
9855,2326,6
7357,9394,6
7146,4566,4
4863,4825,7
3729,2596,8
4717,6781,10
3004,1593,6
9269,41,8
2247,9656,1
5913,4614,6
8770,3575,5
5335,6130,2
8807,8843,10
8910,2344,7
3416,3343,9
6034,8172,9
4969,4941,10
4558,2124,1
4062,3000,1
5243,9312,9
9706,7898,5
3116,1386,4
2032,7682,6
1656,1016,2
1183,2984,8
431,9663,8
4213,2634,6
627,9923,10
1585,1569,6
5340,4559,8
9357,6903,10
9321,4289,5
8238,9490,5
3737,4694,2
2363,485,5
2611,2658,7
7884,3948,10
1698,4082,6
4915,5437,7
4738,6558,1
3150,2246,8
9188,4719,9
5559,7843,9
5758,172,5
8567,1944,3
2713,2180,5
6331,4194,10
140,6502,10
373,3182,7
7805,8098,10
5351,7964,4
9041,5062,3
4378,2021,10
1370,6372,10
7871,9769,4
4946,737,2
7273,4121,8
327,5606,1
1324,4950,2
7383,4092,5
7885,2649,7
9798,8569,3
7394,6134,8
8311,5334,7
721,3326,3
9632,4322,10
2782,8366,5
9248,7286,4
2735,6969,6
2852,1084,4
7753,3434,7
6653,63,4
4413,656,9
1931,8059,9
4806,1131,8
5297,9709,8
5355,3431,9
3623,4110,5
7137,537,7
3642,9659,10
6020,225,7
8453,7172,5
4657,2656,6
4170,9794,7
7073,1157,2
4795,8604,2
4182,8696,6
7220,18,2
8118,7826,8
5955,3611,6
1347,8206,4
1248,8139,6
5101,521,3
3943,6894,8
5103,7697,9
9644,7008,10
9361,9458,10
446,2951,10
3051,9131,10
1352,5886,5
3156,3403,8
820,9879,5
6073,1125,8
2352,1630,6
5450,7756,8
6981,3770,4
2501,1165,6
9409,4590,3
4287,6695,3
4649,8881,10
9971,5252,10
8538,7925,10
9544,6884,10
3687,8033,10
7204,1241,8
2106,8690,1
5750,1935,1
1209,4446,4
6162,7210,6
2472,5915,5
1922,8259,6
6107,7208,3
8194,6273,10
3204,8021,4
2390,7025,7
4689,31,3
2611,53,7
9432,8515,5
7611,4290,3
6600,2642,5
4029,1395,8
3214,5393,10
4734,3353,9
6601,2584,9
6453,3823,7
2396,5514,2
4930,3475,3
5115,8504,6
4830,3421,5
4631,2278,1
8406,527,1
2167,2174,8
5712,5840,3
5107,289,8
4323,5023,3
4382,9158,6
6611,3013,6
4082,6316,1
4486,3488,6
1421,2680,1
8654,8231,4
2485,4397,5
9161,6453,6
8166,9743,8
2611,8784,3
8116,2988,8
2910,2060,6
9968,5700,4
9221,1358,9
8443,4120,6
6562,5166,10
7496,7833,9
6400,3756,5
8131,4371,1
5873,9409,1
3439,6887,7
1871,1845,2
3437,9751,1
2596,2340,7
4062,4035,6
7059,6098,9
5220,3371,8
9547,6652,7
2056,8989,7
1380,5486,4
3238,1365,7
3925,4805,6
4085,102,9
3328,9513,4
1977,1352,1
4602,1753,10
8141,108,6
6231,6250,10
9204,1786,7
715,1257,8
3007,5630,7
909,84,5
4917,3881,2
2536,1909,3
8312,1629,7
3400,9908,5
2870,1036,2
3203,7169,2
7906,2950,10
6249,256,6
3556,4960,5
2870,2018,6
7679,1868,2
5581,9027,6
