trail_id,animal
7151,wolf
2174,bear
6680,russian
4752,bear
4946,fox
9709,wolf
1979,wolf
4102,fox
2997,bear
7176,bear
2016,wolf
8674,wolf
8857,russian
6386,fox
3097,russian
8044,fox
6996,bear
1233,wolf
6777,fox
4872,wolf
1400,russian
177,bear
6222,wolf
7725,russian
8992,bear
1214,bear
4881,fox
5480,fox
4265,wolf
6486,bear
7805,russian
5428,wolf
9589,russian
1524,bear
5281,russian
8322,russian
4900,bear
980,bear
4283,bear
6833,fox
9838,russian
8675,bear
7714,russian
3728,fox
6255,russian
5077,russian
1557,bear
8355,wolf
8961,russian
7215,russian
9419,russian
994,russian
4203,russian
5224,bear
5252,wolf
7069,wolf
9249,russian
329,wolf
2859,russian
722,bear
9627,wolf
7181,russian
4583,fox
3916,russian
6018,bear
4660,bear
6153,russian
5533,wolf
8832,bear
3995,bear
5533,russian
7348,russian
3573,bear
1344,russian
3539,bear
6084,bear
8092,russian
6643,fox
4723,russian
3525,fox
8703,fox
711,wolf
5739,wolf
3314,bear
8161,wolf
337,russian
9856,fox
2886,russian
5643,bear
1945,bear
325,russian
7367,bear
6314,fox
1367,wolf
9611,fox
5986,wolf
2583,bear
4912,russian
2119,bear
3759,fox
3035,wolf
6212,wolf
2839,bear
4144,fox
3962,bear
5646,bear
640,russian
2977,fox
9366,bear
6907,bear
7862,bear
1821,wolf
6817,russian
8380,fox
4334,wolf
145,russian
7446,bear
9310,russian
9340,fox
7909,russian
3325,bear
7071,wolf
4633,fox
4569,russian
6354,russian
9281,russian
1751,bear
3377,wolf
2727,russian
3947,fox
3431,bear
1399,wolf
8115,russian
1965,bear
9428,bear
1039,wolf
7784,bear
794,fox
4475,fox
8177,bear
1779,russian
6807,russian
8166,bear
4936,russian
5607,bear
429,russian
4633,bear
7316,russian
7370,wolf
6608,russian
1269,russian
8748,fox
3050,russian
414,wolf
1537,bear
887,wolf
9456,russian
8461,wolf
6334,bear
3807,wolf
3655,fox
9976,bear
9463,fox
3576,russian
1928,fox
4702,wolf
4213,fox
6091,wolf
2452,wolf
3657,fox
9286,wolf
2488,bear
1005,wolf
9620,russian
6544,russian
9373,bear
1218,russian
6835,wolf
2561,russian
7797,russian
9916,fox
1296,bear
7169,russian
3210,fox
1614,russian
4179,russian
3555,fox
8549,wolf
8157,russian
6932,fox
3942,russian
5172,bear
8873,russian
6980,bear
7114,bear
6984,fox
335,bear
795,fox
3123,fox
7291,bear
972,russian
8450,wolf
4963,wolf
7706,fox
3745,bear
4054,bear
6464,bear
3572,wolf
7267,wolf
7897,bear
5629,fox
3758,bear
3285,bear
4784,fox
4955,russian
7479,bear
3286,fox
4736,fox
3784,wolf
5423,fox
1810,fox
7184,wolf
7910,bear
2357,wolf
9613,russian
8823,wolf
2662,wolf
9936,bear
5257,fox
5699,wolf
7996,bear
8722,wolf
5724,bear
2884,russian
6423,russian
7783,fox
7802,fox
4869,fox
3413,russian
3168,bear
8290,bear
3275,wolf
6927,wolf
7190,bear
2404,bear
5969,bear
3598,bear
4175,bear
2575,wolf
6304,russian
498,bear
2641,fox
8243,fox
7147,fox
6393,fox
9327,fox
2324,russian
3517,fox
5070,russian
4196,fox
3621,russian
3319,fox
1300,russian
872,wolf
4799,bear
743,bear
4823,bear
4701,wolf
4468,russian
2595,russian
6733,bear
7673,russian
4079,russian
786,wolf
4376,bear
6770,fox
8082,wolf
2591,bear
3246,fox
1654,russian
1336,bear
2555,fox
9670,wolf
5065,wolf
3668,fox
6459,russian
6440,fox
8799,bear
6248,fox
3737,bear
689,fox
8877,wolf
5627,fox
9195,wolf
4011,bear
6497,bear
3164,bear
9218,bear
124,wolf
2981,russian
7955,fox
6856,wolf
702,fox
6276,bear
8326,bear
6602,fox
7460,fox
5021,bear
5618,wolf
2680,bear
7441,russian
1597,bear
8614,wolf
5553,russian
4215,bear
5977,wolf
2848,fox
4751,russian
1451,fox
9917,bear
7809,russian
3393,fox
7022,wolf
5099,wolf
468,wolf
3838,russian
4266,bear
5057,bear
3452,fox
1398,wolf
1511,bear
7995,russian
1383,russian
4694,wolf
945,bear
3410,wolf
7892,russian
192,fox
4201,wolf
3689,bear
2390,wolf
9027,bear
3432,russian
3256,bear
6299,russian
4852,wolf
5102,wolf
3530,bear
3622,bear
5454,fox
4441,russian
9418,fox
5825,wolf
878,fox
6167,fox
987,fox
2871,fox
7673,wolf
3371,fox
9993,russian
6375,russian
1279,bear
8120,fox
1761,wolf
980,fox
988,fox
3149,russian
4342,russian
9331,bear
843,wolf
3136,fox
681,russian
542,fox
1657,bear
8140,bear
5902,russian
3729,bear
9870,wolf
3552,russian
5600,russian
9826,wolf
1517,bear
4911,wolf
3198,wolf
8744,bear
5036,fox
14,russian
6271,fox
5424,bear
5523,bear
1297,fox
2734,wolf
6101,russian
4871,bear
8452,wolf
891,wolf
9089,russian
6002,bear
9467,wolf
1568,russian
942,fox
2286,fox
7720,bear
9404,russian
8045,fox
7378,russian
5328,fox
2625,russian
9720,wolf
2182,bear
1772,russian
7611,bear
9355,russian
5545,bear
6188,wolf
8527,bear
3004,russian
4058,wolf
4231,russian
6560,fox
9260,wolf
3317,fox
2010,wolf
4482,bear
1174,bear
7267,fox
7908,fox
124,wolf
7585,russian
2412,wolf
3173,wolf
1943,russian
3641,russian
4009,fox
1209,bear
9128,wolf
906,fox
4930,wolf
3706,russian
5624,russian
6000,fox
885,wolf
2898,bear
456,fox
2373,bear
6286,russian
3027,russian
7610,russian
3887,wolf
9622,wolf
1154,russian
8262,fox
884,wolf
1268,wolf
3095,wolf
5477,bear
7222,wolf
2633,fox
2226,bear
2142,bear
3248,russian
1645,russian
4452,wolf
9969,bear
8475,russian
3592,fox
5211,russian
2066,fox
5050,russian
2831,bear
7188,wolf
7655,fox
6850,bear
6632,russian
4798,bear
3368,bear
6477,bear
8389,fox
6155,russian
5386,bear
7186,fox
8661,bear
9200,russian
5256,russian
6109,fox
939,russian
5971,fox
3484,russian
1246,wolf
5359,bear
5555,wolf
6877,russian
2667,wolf
4348,fox
8987,russian
294,wolf
1592,fox
7052,russian
5394,wolf
2061,wolf
5450,bear
1785,wolf
3298,fox
971,fox
3995,russian
5945,wolf
7890,bear
2040,fox
6202,wolf
971,fox
7482,wolf
7141,bear
9266,wolf
888,wolf
6387,wolf
8461,fox
2216,russian
5504,bear
6346,fox
9086,fox
579,russian
8728,bear
9528,russian
1415,wolf
4450,wolf
5497,wolf
4565,russian
5585,fox
4442,russian
4677,fox
2739,bear
2587,bear
6749,russian
7674,fox
441,bear
5306,bear
1339,fox
5637,wolf
914,russian
2710,bear
905,russian
4116,russian
2716,bear
4147,russian
7270,wolf
4787,fox
6944,russian
8123,russian
8552,russian
3944,russian
2601,wolf
4289,fox
9629,russian
3494,bear
362,fox
5407,russian
2544,bear
1637,russian
2462,fox
6565,wolf
8731,bear
5720,wolf
6826,wolf
4267,fox
9826,wolf
7369,wolf
7744,wolf
9065,russian
8119,russian
636,fox
500,russian
9744,russian
7139,bear
8064,russian
9471,russian
388,russian
7404,fox
460,wolf
8032,fox
6756,wolf
6446,fox
7345,fox
177,fox
4617,fox
8094,bear
8772,russian
6772,russian
4083,bear
7830,wolf
2699,wolf
6483,wolf
3912,bear
4166,fox
8034,russian
1346,fox
2612,russian
5355,russian
7506,wolf
5248,russian
1083,russian
7483,bear
9185,bear
7045,bear
6539,bear
9400,wolf
1993,fox
4372,wolf
9035,wolf
568,russian
6339,wolf
2182,wolf
1646,fox
7928,wolf
9373,bear
2635,russian
8393,russian
8570,fox
854,wolf
9916,fox
4997,bear
7413,wolf
7665,fox
9670,fox
9882,russian
2327,russian
369,fox
4083,russian
7763,wolf
4925,fox
4010,wolf
9788,wolf
7969,bear
7417,bear
9613,wolf
1530,russian
7505,russian
2936,russian
3432,fox
2023,fox
5396,wolf
7422,fox
6887,bear
5313,fox
1660,bear
3051,russian
398,fox
9942,fox
6676,wolf
4699,fox
6789,russian
3706,fox
7631,wolf
5415,russian
8320,bear
2747,russian
5663,wolf
3870,wolf
7220,wolf
206,bear
4395,russian
8391,fox
5978,fox
208,bear
4765,bear
2143,bear
8632,fox
723,bear
4962,russian
2142,bear
1017,fox
1196,russian
5976,russian
9305,wolf
1713,wolf
6219,bear
3939,russian
341,fox
6077,russian
9996,russian
5428,russian
9322,wolf
4883,bear
4700,bear
2835,russian
4291,russian
7105,russian
1931,wolf
7546,fox
8332,bear
8195,bear
1492,wolf
8324,fox
2559,wolf
3869,russian
6447,fox
4769,bear
8124,fox
1805,wolf
9833,russian
6163,bear
7103,fox
6974,wolf
4993,wolf
5999,wolf
8525,bear
1430,russian
8037,russian
3319,russian
5766,russian
5402,bear
7773,wolf
3248,bear
5182,russian
3431,wolf
4892,bear
4654,wolf
5193,wolf
7876,fox
7412,fox
6624,wolf
1817,russian
1591,fox
6615,bear
8532,wolf
71,russian
7433,russian
6121,russian
4477,russian
6097,russian
468,wolf
2205,wolf
1461,bear
9272,fox
7245,fox
7741,bear
6075,wolf
8967,bear
8045,wolf
8075,russian
7385,fox
1806,wolf
1127,fox
5,russian
5814,bear
5899,fox
8351,bear
5645,russian
3119,russian
2613,bear
1301,wolf
1684,wolf
1089,bear
6719,russian
9554,bear
4968,wolf
3215,russian
4445,russian
5044,fox
8478,bear
2145,fox
4722,wolf
2905,wolf
9965,wolf
1655,russian
1503,wolf
8105,bear
4606,bear
1628,russian
8869,bear
3369,bear
5670,wolf
2615,russian
6924,fox
6027,wolf
299,fox
4855,fox
3483,bear
207,russian
3698,wolf
6982,fox
8673,russian
3634,wolf
6899,russian
4980,russian
2765,fox
9120,wolf
1171,bear
2180,fox
4482,bear
7513,bear
7534,fox
5592,fox
5245,bear
8317,russian
6920,russian
1049,wolf
944,fox
7015,wolf
9232,wolf
5201,wolf
9220,russian
5371,wolf
2861,fox
3991,fox
8704,russian
6242,bear
9250,wolf
2682,wolf
8467,fox
8394,wolf
6505,russian
3707,bear
5882,wolf
8805,fox
8805,fox
7928,wolf
5487,fox
3922,wolf
9964,bear
8097,fox
9875,bear
9456,bear
8619,bear
4701,wolf
2545,bear
4812,fox
5489,russian
4987,wolf
1356,russian
1690,fox
5911,bear
1571,bear
7987,russian
1210,fox
6717,bear
3281,russian
6544,bear
2946,fox
4209,russian
4662,bear
7419,russian
4618,wolf
9459,bear
7879,fox
5817,fox
764,wolf
8961,bear
8484,wolf
9583,russian
2843,fox
1850,fox
4726,russian
916,russian
5987,fox
6020,russian
901,fox
3432,russian
8519,fox
777,fox
5645,wolf
5008,wolf
6603,fox
525,bear
2912,fox
6875,wolf
7779,fox
8967,bear
8633,fox
34,russian
9263,russian
2528,bear
6058,russian
7471,bear
2850,wolf
8999,russian
4367,bear
9896,russian
3213,wolf
961,fox
363,bear
962,russian
9955,bear
4644,bear
6425,russian
9774,wolf
2688,russian
2013,wolf
4440,russian
8271,wolf
40,bear
6687,fox
7161,russian
3202,bear
2425,wolf
9274,russian
9201,fox
5126,bear
1919,bear
5941,russian
4433,wolf
8332,russian
5242,russian
6792,wolf
6243,wolf
7463,fox
5580,fox
7812,bear
8634,russian
8578,bear
6668,bear
2157,fox
5524,russian
463,russian
1119,fox
6225,fox
7034,wolf
6735,fox
6744,russian
8744,fox
667,wolf
2851,fox
6089,wolf
7015,russian
7022,russian
76,bear
3963,wolf
9101,bear
27,russian
970,russian
7522,wolf
5876,fox
8046,bear
1629,wolf
4274,wolf
2552,russian
4387,fox
5603,bear
425,russian
6423,fox
9523,fox
6922,russian
2705,bear
5093,wolf
7681,bear
3653,russian
563,bear
2636,wolf
759,bear
6572,russian
3220,wolf
2666,bear
2029,wolf
255,russian
9092,russian
5711,bear
3074,wolf
1889,fox
8164,russian
8864,fox
5099,wolf
8305,bear
172,russian
1007,bear
8141,fox
3400,wolf
4836,fox
518,bear
2948,wolf
3981,russian
5404,fox
2591,wolf
9810,fox
5209,bear
8278,fox
6707,fox
8920,wolf
2369,fox
8572,wolf
7634,wolf
2797,russian
5698,russian
2808,fox
3069,russian
986,russian
9037,fox
3020,bear
277,bear
7656,russian
7797,russian
1277,bear
2999,fox
1593,wolf
5711,wolf
7709,wolf
2688,bear
4064,wolf
2963,wolf
3373,bear
9114,fox
7650,wolf
5881,fox
9886,wolf
8694,fox
9796,russian
457,russian
8601,russian
8977,wolf
3543,fox
6245,russian
8208,fox
3406,wolf
9576,fox
3643,bear
8186,russian
81,bear
8635,russian
209,russian
412,bear
9269,bear
5883,russian
3847,bear
7962,bear
341,fox
5601,bear
3434,fox
802,russian
4644,fox
6530,russian
8534,russian
7408,russian
5909,fox
8917,wolf
9002,fox
2307,bear
5582,wolf
5574,russian
2412,fox
6321,russian
5147,wolf
7382,bear
6437,fox
3557,fox
8188,fox
6909,russian
6067,russian
2505,wolf
2963,russian
1468,russian
1584,wolf
3022,wolf
1447,bear
533,russian
5004,fox
3565,wolf
5379,fox
5143,russian
8741,fox
5058,bear
2790,fox
8881,wolf
5241,fox
9799,russian
1473,bear
8103,fox
4569,russian
1656,bear
5371,bear
3330,bear
8612,russian
1889,wolf
5298,russian
4356,wolf
8351,russian
6059,russian
1738,bear
3032,russian
2244,bear
5172,bear
7467,bear
6232,fox
8178,wolf
7104,fox
7208,russian
4036,fox
2971,russian
4061,fox
6929,wolf
6006,wolf
5916,wolf
8434,wolf
795,wolf
439,fox
1673,russian
4154,bear
7777,fox
9368,wolf
5142,bear
6645,wolf
4809,wolf
274,wolf
7634,bear
1324,fox
5634,fox
6248,bear
8899,fox
2821,bear
3767,wolf
3889,wolf
7657,bear
7650,bear
7658,fox
7038,bear
3589,russian
4467,wolf
1584,wolf
9237,fox
3377,wolf
6428,wolf
2922,fox
9053,bear
4100,wolf
9640,wolf
3720,russian
3997,russian
3383,fox
9520,wolf
196,fox
1746,fox
9382,fox
470,russian
3722,fox
6344,wolf
6860,wolf
8206,russian
3199,bear
4972,fox
516,russian
7809,russian
5228,wolf
3470,fox
9786,fox
8767,russian
2288,russian
4892,bear
7762,bear
7265,russian
2236,wolf
9787,wolf
1756,wolf
9767,bear
1453,russian
2589,fox
3031,russian
1529,russian
7419,bear
64,bear
9249,wolf
8475,wolf
3308,russian
8846,fox
9622,bear
8140,russian
3188,bear
4704,russian
9526,fox
315,wolf
7010,bear
8749,fox
4473,fox
8223,russian
91,bear
3950,bear
4840,russian
5100,russian
9005,wolf
1838,russian
9747,wolf
7696,russian
8979,russian
967,fox
4725,bear
2922,russian
5943,russian
6180,russian
6064,wolf
9498,wolf
9034,russian
1742,wolf
2548,russian
1581,fox
4464,fox
3220,fox
4310,wolf
8221,wolf
4621,bear
4966,russian
7555,russian
5597,russian
4717,bear
3238,wolf
8262,wolf
4155,russian
6959,bear
4142,russian
6398,russian
8049,fox
2901,wolf
7794,bear
7522,fox
3698,bear
1770,bear
1705,bear
9790,bear
5375,russian
7277,wolf
7613,wolf
2722,fox
4341,russian
9972,wolf
7666,fox
5913,fox
193,fox
6263,russian
9925,russian
6849,russian
5358,russian
8009,fox
8853,bear
640,bear
8160,bear
100,fox
8146,fox
1026,fox
4614,bear
1995,fox
8114,wolf
3594,russian
686,russian
7818,bear
768,bear
9257,bear
7578,wolf
5680,wolf
4355,russian
1574,fox
9150,russian
9375,russian
8732,fox
954,fox
6979,wolf
8301,wolf
3999,bear
7717,wolf
2345,wolf
4691,wolf
7113,wolf
3491,russian
7590,fox
3707,bear
5224,bear
6285,russian
6425,wolf
7552,fox
5620,russian
9225,wolf
7470,bear
6939,russian
80,russian
1449,wolf
1325,bear
3569,wolf
2992,russian
7081,fox
5867,bear
9959,wolf
7867,wolf
5156,wolf
6554,russian
552,russian
2746,russian
6167,wolf
7653,wolf
4871,wolf
36,russian
876,wolf
4479,bear
6334,fox
5497,bear
2079,bear
8259,bear
110,bear
4543,fox
7069,russian
1298,fox
418,russian
1574,fox
5126,bear
303,russian
4839,fox
1950,bear
262,wolf
647,fox
6226,bear
4782,wolf
4141,wolf
6517,wolf
7377,fox
4632,bear
4436,wolf
3944,russian
9769,wolf
1668,wolf
9840,russian
7456,bear
9347,russian
5495,fox
8246,bear
5282,russian
9491,fox
8435,bear
1853,bear
2620,russian
2704,bear
2260,bear
3664,russian
5250,bear
9066,bear
6602,fox
3612,wolf
9358,fox
2311,fox
7460,russian
4988,bear
8416,fox
806,fox
1568,fox
2661,bear
3370,bear
7807,bear
3371,russian
2984,fox
457,russian
8614,wolf
8558,fox
2190,fox
8309,wolf
7463,russian
6517,russian
7591,wolf
5341,bear
3456,bear
4071,wolf
6411,wolf
2713,russian
4561,bear
2095,bear
1805,russian
2970,wolf
776,fox
4605,bear
7886,fox
1652,russian
2582,fox
3272,wolf
614,russian
8016,russian
2005,fox
7957,russian
1963,fox
3157,russian
3168,russian
6678,fox
1536,bear
1679,wolf
173,russian
2199,wolf
130,fox
4678,wolf
2391,wolf
1000,wolf
4248,wolf
7441,fox
6756,russian
651,fox
5993,wolf
4646,wolf
2375,wolf
1956,fox
4893,russian
4894,bear
7048,fox
654,russian
256,bear
1618,fox
8347,wolf
4685,fox
8890,wolf
3257,fox
7806,bear
1538,russian
2093,bear
6376,bear
7877,wolf
6526,bear
9717,russian
9816,russian
9753,wolf
812,fox
7270,fox
749,fox
8105,russian
3443,fox
2682,bear
6660,russian
3030,russian
4501,fox
5278,wolf
7522,bear
8724,wolf
370,fox
8863,wolf
4139,russian
2306,wolf
1258,bear
38,russian
6091,russian
3299,bear
5825,russian
2806,bear
7224,wolf
1080,fox
587,wolf
4538,bear
901,wolf
2991,wolf
696,bear
8177,wolf
3938,bear
371,russian
2083,wolf
1803,fox
5904,bear
2222,russian
6560,fox
9326,fox
9388,russian
3428,fox
8732,wolf
4212,wolf
8947,fox
2742,russian
1473,wolf
3126,bear
5543,russian
8404,bear
3415,russian
760,wolf
9773,bear
39,wolf
1936,fox
5443,fox
8304,wolf
2670,bear
3395,russian
8125,fox
8766,fox
6756,wolf
1515,bear
8878,fox
5138,wolf
2372,fox
2587,wolf
6042,wolf
5691,russian
2362,bear
3450,fox
6812,bear
9882,russian
7885,russian
2163,wolf
377,bear
8283,russian
7331,russian
5065,wolf
6007,fox
3386,wolf
3244,russian
9322,fox
5135,fox
2427,fox
7138,fox
9647,wolf
2635,russian
7402,russian
875,russian
4366,fox
8638,fox
9954,bear
4221,bear
7650,bear
1516,wolf
5803,wolf
4896,wolf
5415,wolf
9900,wolf
8559,bear
8858,wolf
8573,russian
9591,bear
3116,bear
9440,fox
397,bear
6177,russian
796,russian
4313,wolf
9714,russian
4184,fox
6692,fox
6849,bear
9331,wolf
8237,fox
4756,russian
6321,fox
8238,bear
1754,wolf
1377,fox
5941,russian
2437,wolf
7239,russian
7578,bear
4003,fox
4137,wolf
2,wolf
2566,fox
3867,bear
6040,russian
6634,russian
5563,russian
7672,russian
9343,wolf
6374,russian
2020,wolf
2095,wolf
5184,bear
7298,fox
8689,russian
2351,russian
8510,wolf
7884,fox
4292,wolf
1077,fox
5342,russian
1970,bear
6063,bear
7211,russian
715,bear
4867,fox
3866,bear
7734,russian
8649,fox
8680,fox
6869,fox
1181,bear
9951,bear
4853,wolf
1114,wolf
2601,fox
9178,bear
1135,russian
67,fox
1722,wolf
5072,russian
5405,fox
3992,bear
2921,wolf
1440,russian
5383,russian
5891,wolf
5907,russian
1674,russian
8767,wolf
7947,wolf
7223,russian
376,russian
790,russian
7286,bear
5346,fox
4278,bear
8338,bear
4878,bear
7364,bear
4764,wolf
8465,russian
8555,fox
5059,wolf
7,wolf
7119,russian
117,wolf
7366,wolf
9551,wolf
3861,wolf
1190,russian
185,russian
4740,wolf
9901,bear
3201,bear
3605,wolf
4020,fox
5413,bear
34,bear
2499,wolf
5434,russian
365,fox
3298,bear
4340,fox
1870,russian
9777,russian
8417,bear
9477,bear
279,russian
629,fox
7352,bear
688,bear
6767,fox
9890,bear
9723,wolf
1979,bear
22,fox
9113,fox
4746,wolf
8782,bear
2490,russian
6426,wolf
6098,fox
6551,wolf
8701,fox
4505,bear
1981,russian
9558,fox
403,bear
5234,russian
4303,russian
4662,wolf
3616,bear
5423,fox
4406,russian
1411,fox
8069,wolf
3233,wolf
2392,bear
8701,russian
527,fox
5094,wolf
907,bear
5390,bear
6071,russian
5,russian
2780,wolf
3948,russian
5720,fox
3225,fox
1277,bear
396,russian
3786,bear
2425,wolf
1325,russian
1055,russian
5601,wolf
2491,bear
396,wolf
9078,russian
4884,fox
2408,wolf
1981,fox
8795,russian
3236,bear
6606,russian
1116,fox
2926,wolf
8236,bear
1148,fox
916,russian
7438,wolf
6330,bear
7997,russian
8413,wolf
4410,wolf
4754,wolf
6405,russian
2327,russian
278,bear
623,russian
1633,wolf
3615,russian
3438,fox
4215,fox
811,russian
8103,wolf
3890,russian
2383,bear
9889,wolf
2312,bear
8419,russian
1664,russian
3351,russian
9301,bear
9925,bear
4526,russian
8835,russian
2158,bear
2581,bear
7379,russian
633,fox
3914,russian
3803,wolf
8485,russian
537,russian
3482,bear
6093,wolf
8690,bear
4142,bear
8415,wolf
1290,wolf
1453,russian
3439,bear
7710,wolf
81,russian
6301,wolf
1043,bear
5164,bear
9850,wolf
8660,wolf
9609,bear
8319,fox
1899,fox
3618,fox
1163,fox
8335,wolf
3747,russian
5304,wolf
4607,bear
9977,fox
7248,fox
4079,russian
4419,wolf
3674,fox
67,wolf
5523,bear
8619,wolf
7269,fox
3474,wolf
303,russian
4677,russian
4067,russian
1363,russian
1392,bear
369,bear
3947,wolf
6295,wolf
9057,bear
2236,russian
8645,fox
7496,russian
9557,wolf
3780,fox
4386,fox
8524,bear
1040,bear
6602,fox
5216,wolf
4344,bear
6971,wolf
3502,fox
2271,russian
4830,russian
1504,wolf
8232,fox
5798,russian
8877,russian
3953,bear
9616,bear
569,wolf
5546,bear
3522,bear
3796,bear
1252,bear
5457,bear
2362,russian
1131,wolf
6036,wolf
7668,fox
1392,bear
407,fox
8081,russian
5236,russian
2052,fox
3151,wolf
5735,bear
7910,fox
9928,fox
8025,bear
793,wolf
6139,fox
2505,wolf
1117,wolf
2105,bear
8007,wolf
8788,bear
3101,fox
3413,wolf
4753,bear
9304,russian
499,bear
1462,wolf
9026,bear
220,wolf
1541,fox
1413,wolf
1235,wolf
7067,bear
8736,fox
7019,bear
9150,wolf
4365,russian
7203,russian
5390,fox
440,wolf
8034,fox
7229,wolf
2539,fox
6019,fox
5811,fox
4468,fox
4392,fox
993,fox
9052,russian
1957,bear
4047,bear
8845,bear
3290,wolf
302,russian
7970,wolf
3171,russian
6396,wolf
7634,fox
8162,wolf
357,fox
7524,russian
8931,wolf
9400,bear
4945,russian
4644,russian
8788,bear
6618,russian
2248,bear
4039,fox
4727,russian
1767,wolf
3421,bear
6910,fox
4601,russian
3634,wolf
6555,fox
6058,russian
4648,wolf
5120,russian
9825,russian
1314,russian
8117,wolf
3839,wolf
9020,wolf
4544,russian
3929,bear
6161,fox
7466,wolf
8779,fox
190,fox
218,wolf
7729,bear
6239,wolf
7529,fox
9564,bear
3392,bear
4267,bear
8755,russian
4058,russian
8732,wolf
8102,russian
7710,fox
982,russian
7129,russian
8169,russian
7558,bear
199,russian
1227,wolf
9795,wolf
1809,fox
1264,fox
1756,wolf
6952,fox
4041,wolf
4130,russian
5087,bear
1370,bear
8640,wolf
8960,bear
5470,bear
2073,wolf
8063,bear
4915,wolf
2072,fox
3510,wolf
8872,wolf
7828,fox
4999,bear
582,russian
6128,fox
982,fox
4578,fox
6618,fox
2819,wolf
2544,russian
2688,fox
6162,wolf
658,russian
5594,bear
1116,russian
1562,russian
6183,bear
4769,russian
2882,fox
2312,fox
4108,russian
2736,wolf
7623,wolf
4413,wolf
1472,wolf
1722,russian
9624,bear
5359,wolf
9759,russian
7736,russian
5298,russian
5833,russian
3358,russian
453,russian
2992,russian
9926,russian
2787,fox
3654,fox
717,fox
8463,wolf
5107,wolf
7096,wolf
9894,russian
9393,bear
1689,russian
9523,fox
5916,bear
2494,fox
7209,bear
1221,wolf
8371,wolf
8622,bear
221,bear
5127,russian
6523,russian
1901,russian
6990,bear
9045,wolf
6034,russian
9442,fox
7644,bear
76,russian
9568,bear
5350,bear
1072,wolf
2112,bear
7800,wolf
9686,fox
4309,russian
3300,wolf
2371,bear
1815,fox
3366,bear
7748,bear
1262,wolf
6447,fox
2075,wolf
7647,fox
1071,russian
8288,wolf
6427,wolf
1214,fox
6749,bear
2798,russian
2764,wolf
1976,wolf
5686,wolf
9726,russian
309,wolf
7081,wolf
431,wolf
8907,russian
6218,russian
6324,bear
340,wolf
8341,bear
1111,wolf
2730,fox
3746,fox
1499,fox
8788,fox
9954,russian
1339,bear
9614,bear
220,russian
396,bear
6091,russian
2013,bear
2741,bear
9035,wolf
7106,wolf
7631,wolf
4560,wolf
9237,fox
7669,wolf
2452,russian
6246,bear
7302,bear
7306,fox
7024,bear
6305,wolf
5987,bear
4342,fox
4850,russian
2382,bear
8611,wolf
8411,bear
3461,russian
1508,fox
4970,russian
1416,fox
9199,russian
2436,fox
6475,wolf
814,russian
9136,russian
7886,wolf
1572,fox
1626,russian
2524,bear
4940,bear
9569,wolf
6225,russian
2957,bear
9143,russian
7956,fox
6751,fox
3604,wolf
1592,bear
974,russian
9703,bear
3769,fox
6140,wolf
5749,russian
9552,russian
6930,wolf
8469,fox
5727,bear
3078,fox
5144,russian
8999,russian
7021,wolf
7944,fox
8975,bear
5126,fox
7472,bear
9351,wolf
6222,bear
6192,fox
3669,fox
6543,russian
5514,fox
6004,wolf
9508,fox
6889,russian
3572,wolf
6945,bear
4543,russian
1428,fox
1263,bear
5863,russian
5312,wolf
8752,russian
4141,wolf
7619,russian
5762,russian
4150,russian
8727,wolf
4643,russian
2484,bear
85,fox
8719,bear
6132,russian
6232,russian
5745,wolf
2280,wolf
2329,wolf
4017,russian
4458,russian
7931,russian
7170,bear
3376,fox
1333,bear
6551,wolf
5186,bear
4687,fox
9576,bear
8204,wolf
4173,russian
4848,fox
2505,bear
1886,wolf
8624,russian
5341,russian
5788,russian
7142,bear
6282,wolf
7874,bear
6823,russian
2068,wolf
3833,bear
7007,wolf
8739,wolf
6517,wolf
7651,fox
8049,russian
4505,bear
472,wolf
4988,wolf
4318,russian
5357,wolf
3820,fox
321,wolf
1499,fox
3659,russian
8161,wolf
8043,russian
3896,bear
7671,wolf
8179,fox
9034,fox
936,fox
3740,russian
7778,bear
3985,russian
1079,wolf
3128,wolf
5391,russian
2019,russian
2125,fox
8753,fox
4200,bear
1643,fox
8993,fox
1064,wolf
3791,wolf
525,wolf
7523,fox
6825,wolf
8380,bear
7317,wolf
9143,fox
3297,fox
1505,russian
5874,wolf
5662,bear
6715,bear
8078,wolf
3780,russian
5405,russian
5282,fox
2514,russian
4523,fox
5575,wolf
5476,bear
1782,fox
6225,russian
2233,wolf
3647,wolf
9245,bear
8499,bear
5581,russian
7443,bear
804,russian
7822,fox
5084,wolf
1338,fox
143,wolf
1339,wolf
307,russian
1673,bear
6929,russian
5221,bear
8941,fox
9653,fox
3453,fox
9348,wolf
6816,fox
4339,bear
1515,wolf
3724,bear
182,russian
1138,russian
4252,fox
8556,russian
7816,bear
1625,russian
646,bear
8814,russian
583,wolf
5017,wolf
6891,fox
3354,fox
1961,russian
805,russian
9695,fox
1993,wolf
2946,russian
2111,bear
1584,bear
291,fox
2720,bear
4033,russian
6199,fox
2382,wolf
3342,fox
8769,fox
4053,bear
3231,russian
737,bear
2021,wolf
8363,fox
2338,russian
1326,wolf
8594,fox
7627,wolf
4305,wolf
5914,wolf
3680,bear
9635,wolf
2370,wolf
4784,russian
7813,russian
8157,russian
2255,bear
2453,wolf
2939,bear
8985,fox
7519,wolf
679,bear
8279,fox
7491,bear
4761,russian
4606,fox
7620,wolf
3496,fox
5770,russian
306,bear
6215,wolf
7921,bear
