name,level,start_point,end_point,duration_days
Trail4927,easy,9465,2884,25
Trail4928,easy,957,153,6
Trail4929,hard,5645,7762,19
Trail4930,hard,9457,2636,23
Trail4931,medium,3513,7025,8
Trail4932,easy,2656,2141,8
Trail4933,hard,1867,1412,16
Trail4934,medium,240,7325,24
Trail4935,medium,9958,353,30
Trail4936,hard,7665,2001,14
Trail4937,easy,465,6329,3
Trail4938,hard,5034,4515,6
Trail4939,easy,2373,7476,8
Trail4940,hard,9769,2880,24
Trail4941,hard,2789,966,4
Trail4942,medium,8490,7473,29
Trail4943,easy,5656,5271,11
Trail4944,hard,1317,3840,11
Trail4945,easy,9116,1864,13
Trail4946,medium,4127,2548,22
Trail4947,easy,5004,5046,25
Trail4948,easy,5664,2032,14
Trail4949,easy,2555,3162,5
Trail4950,easy,6594,9761,20
Trail4951,hard,3674,224,9
Trail4952,hard,7952,325,21
Trail4953,medium,352,5051,27
Trail4954,hard,7610,4802,6
Trail4955,medium,2982,4289,19
Trail4956,hard,8752,6877,28
Trail4957,easy,3465,3124,30
Trail4958,medium,287,5764,21
Trail4959,easy,8547,1311,8
Trail4960,hard,8536,829,25
Trail4961,hard,2081,6592,20
Trail4962,easy,4521,2727,23
Trail4963,hard,7165,5502,11
Trail4964,easy,4021,5168,7
Trail4965,hard,8936,7463,8
Trail4966,hard,7363,2673,22
Trail4967,medium,5997,63,22
Trail4968,medium,6784,2100,19
Trail4969,easy,8646,1359,25
Trail4970,hard,9260,1926,21
Trail4971,hard,1389,5706,23
Trail4972,hard,7965,7547,9
Trail4973,hard,7547,4423,11
Trail4974,easy,5078,1305,10
Trail4975,medium,623,4970,30
Trail4976,easy,667,767,18
Trail4977,hard,7655,3618,18
Trail4978,medium,2686,2539,7
Trail4979,easy,6621,8205,27
Trail4980,medium,9141,2016,15
Trail4981,hard,6272,4923,30
Trail4982,hard,1277,6964,2
Trail4983,medium,9609,4669,7
Trail4984,medium,833,3742,2
Trail4985,medium,305,3401,19
Trail4986,medium,5476,8841,22
Trail4987,medium,2492,9820,13
Trail4988,easy,2112,2213,5
Trail4989,easy,8211,4583,30
Trail4990,hard,1253,9055,12
Trail4991,hard,8977,9190,14
Trail4992,hard,5839,1199,30
Trail4993,hard,115,6999,18
Trail4994,hard,3973,7845,12
Trail4995,hard,2427,1196,8
Trail4996,hard,1529,5884,4
Trail4997,medium,1512,8896,5
Trail4998,medium,5881,6029,3
Trail4999,easy,6949,9877,6
Trail5000,medium,4746,9309,27
Trail5001,hard,3997,3221,18
Trail5002,easy,4883,7099,13
Trail5003,medium,3140,2705,16
Trail5004,medium,6132,2567,10
Trail5005,medium,9047,1456,8
Trail5006,medium,1659,4671,10
Trail5007,easy,2893,6564,22
Trail5008,easy,9933,6430,14
Trail5009,medium,3794,3749,6
Trail5010,medium,3873,2904,7
Trail5011,hard,4413,7168,29
Trail5012,hard,4805,9211,15
Trail5013,hard,7567,7518,27
Trail5014,easy,2867,622,29
Trail5015,easy,6633,7852,18
Trail5016,hard,3964,4371,8
Trail5017,medium,4832,3340,27
Trail5018,medium,5782,1787,29
Trail5019,medium,5186,1340,24
Trail5020,easy,8876,407,28
Trail5021,medium,1650,6762,11
Trail5022,hard,7024,4733,5
Trail5023,hard,8231,838,3
Trail5024,hard,7289,2336,2
Trail5025,easy,7261,9987,20
Trail5026,easy,2801,1928,18
Trail5027,hard,8995,4182,15
Trail5028,medium,4870,7153,1
Trail5029,medium,7831,2636,5
Trail5030,easy,9879,9835,7
Trail5031,hard,1910,1111,2
Trail5032,hard,7802,7523,1
Trail5033,easy,5224,1050,21
Trail5034,hard,3752,4612,14
Trail5035,easy,294,9440,5
Trail5036,hard,8498,3953,25
Trail5037,hard,4616,8448,18
Trail5038,medium,2511,9897,15
Trail5039,hard,4359,3991,18
Trail5040,medium,4063,3870,8
Trail5041,hard,115,3644,11
Trail5042,hard,2734,7137,11
Trail5043,hard,6258,8220,5
Trail5044,medium,1016,1526,21
Trail5045,hard,1456,5774,25
Trail5046,hard,3070,7131,6
Trail5047,easy,6139,8856,6
Trail5048,easy,875,6460,3
Trail5049,medium,5783,7048,19
Trail5050,medium,7906,4999,5
Trail5051,easy,4009,2708,2
Trail5052,hard,2580,8316,10
Trail5053,easy,352,181,19
Trail5054,easy,7084,6472,1
Trail5055,easy,7823,3256,27
Trail5056,medium,9198,6346,1
Trail5057,hard,4639,2223,11
Trail5058,hard,2310,9157,22
Trail5059,easy,5012,8765,1
Trail5060,hard,6222,2153,6
Trail5061,hard,3613,3689,18
Trail5062,hard,5773,1086,1
Trail5063,easy,99,4293,29
Trail5064,hard,2001,7741,6
Trail5065,hard,4687,9813,7
Trail5066,medium,8149,8914,5
Trail5067,hard,4390,6590,24
Trail5068,hard,2205,30,3
Trail5069,easy,7974,4487,12
Trail5070,easy,3758,2021,27
Trail5071,hard,2537,2725,30
Trail5072,medium,7110,8007,3
Trail5073,hard,6847,8408,27
Trail5074,medium,9449,2901,15
Trail5075,easy,1631,9637,15
Trail5076,medium,7408,699,18
Trail5077,easy,4237,3390,1
Trail5078,easy,3768,8683,17
Trail5079,medium,9947,5187,20
Trail5080,easy,2889,7960,28
Trail5081,easy,5054,2249,23
Trail5082,medium,4463,2474,11
Trail5083,easy,2958,1092,22
Trail5084,easy,7371,5199,8
Trail5085,medium,8600,9666,10
Trail5086,hard,4252,1810,13
Trail5087,hard,6769,6175,11
Trail5088,medium,1013,876,16
Trail5089,easy,3210,9060,26
Trail5090,medium,1352,5628,24
Trail5091,easy,9206,8979,3
Trail5092,medium,3633,7779,26
Trail5093,medium,510,1181,24
Trail5094,hard,5314,5739,26
Trail5095,hard,7674,2780,29
Trail5096,easy,1081,6619,5
Trail5097,hard,284,2254,1
Trail5098,medium,7335,7146,6
Trail5099,medium,3024,1221,27
Trail5100,hard,7325,5988,26
Trail5101,easy,2435,9556,30
Trail5102,hard,7079,7848,27
Trail5103,hard,2980,7648,16
Trail5104,medium,3004,8871,2
Trail5105,hard,4742,9549,1
Trail5106,easy,7561,2894,16
Trail5107,easy,9889,1802,26
Trail5108,easy,3084,3818,17
Trail5109,easy,1855,7797,21
Trail5110,easy,275,8612,24
Trail5111,easy,6856,412,18
Trail5112,hard,3650,8407,19
Trail5113,hard,1441,3397,12
Trail5114,medium,5132,8150,4
Trail5115,easy,4371,6430,27
Trail5116,medium,5726,7058,21
Trail5117,easy,1428,9490,12
Trail5118,hard,4135,4923,13
Trail5119,easy,8887,1606,26
Trail5120,medium,4623,6619,1
Trail5121,medium,157,8443,15
Trail5122,hard,6537,1367,22
Trail5123,hard,3392,9887,5
Trail5124,medium,1078,1460,30
Trail5125,easy,4013,2070,18
Trail5126,medium,4593,8950,27
Trail5127,easy,4816,9929,5
Trail5128,easy,494,3542,3
Trail5129,easy,1795,9800,7
Trail5130,hard,3081,6000,23
Trail5131,medium,5354,4493,20
Trail5132,hard,8371,978,10
Trail5133,medium,499,3446,9
Trail5134,medium,3106,8703,28
Trail5135,medium,5079,8974,16
Trail5136,easy,6850,911,23
Trail5137,hard,996,6052,21
Trail5138,medium,3087,1791,19
Trail5139,medium,6710,3832,3
Trail5140,medium,2263,7922,29
Trail5141,medium,5807,3611,2
Trail5142,medium,6425,3173,22
Trail5143,medium,6911,4509,25
Trail5144,hard,873,2166,22
Trail5145,medium,1390,2664,26
Trail5146,hard,9389,4212,15
Trail5147,easy,4968,7105,6
Trail5148,medium,6251,654,17
Trail5149,easy,8723,7618,9
Trail5150,hard,4471,9990,14
Trail5151,medium,8771,6063,22
Trail5152,medium,4641,18,1
Trail5153,medium,5795,4231,12
Trail5154,medium,1750,6987,11
Trail5155,hard,6170,2819,4
Trail5156,medium,4025,6847,8
Trail5157,hard,6428,39,18
Trail5158,medium,5198,5250,23
Trail5159,hard,3415,6583,17
Trail5160,medium,520,612,20
Trail5161,easy,9203,4615,11
Trail5162,hard,1875,6289,18
Trail5163,easy,9533,2101,27
Trail5164,hard,5621,3021,14
Trail5165,hard,455,8740,13
Trail5166,hard,9860,2078,24
Trail5167,hard,3520,2441,15
Trail5168,medium,4281,5244,21
Trail5169,medium,5155,3458,15
Trail5170,medium,9660,5138,19
Trail5171,hard,5615,6658,6
Trail5172,hard,8671,2170,7
Trail5173,medium,2487,2484,28
Trail5174,easy,1542,2221,25
Trail5175,medium,7061,5053,7
Trail5176,hard,8276,9141,4
Trail5177,easy,1327,3114,13
Trail5178,medium,3639,404,24
Trail5179,hard,2952,7617,23
Trail5180,hard,5741,6383,2
Trail5181,hard,4964,6405,29
Trail5182,easy,9317,4473,15
Trail5183,hard,8850,5925,22
Trail5184,medium,2919,2013,15
Trail5185,medium,8651,6883,12
Trail5186,medium,5154,636,28
Trail5187,hard,2771,8473,19
Trail5188,easy,8190,5610,20
Trail5189,hard,4447,9314,7
Trail5190,medium,3411,4824,25
Trail5191,medium,9200,2200,22
Trail5192,medium,4369,6049,10
Trail5193,easy,5004,6848,24
Trail5194,hard,3887,4717,13
Trail5195,medium,9275,7624,4
Trail5196,hard,6033,2514,3
Trail5197,hard,2023,6682,26
Trail5198,easy,6224,5774,5
Trail5199,medium,8437,9089,11
Trail5200,easy,2619,484,24
Trail5201,hard,8794,2581,23
Trail5202,medium,9163,4809,18
Trail5203,medium,7811,5452,11
Trail5204,hard,7940,2589,17
Trail5205,medium,2886,9066,6
Trail5206,easy,9303,272,28
Trail5207,medium,5649,3992,10
Trail5208,easy,8404,4036,10
Trail5209,hard,3063,5510,9
Trail5210,medium,954,7683,29
Trail5211,easy,6408,9367,30
Trail5212,medium,2135,4895,29
Trail5213,medium,431,240,15
Trail5214,medium,5898,4991,29
Trail5215,hard,7373,1415,16
Trail5216,hard,8510,5251,12
Trail5217,hard,5239,6844,10
Trail5218,medium,297,3008,5
Trail5219,medium,8215,6859,28
Trail5220,easy,3112,2029,26
Trail5221,medium,3678,6546,8
Trail5222,medium,6426,1489,19
Trail5223,easy,3705,5204,12
Trail5224,easy,7321,765,25
Trail5225,medium,1222,204,30
Trail5226,easy,5680,4853,17
Trail5227,easy,7605,6363,11
Trail5228,easy,7832,7458,17
Trail5229,medium,9060,1951,21
Trail5230,medium,9542,9776,19
Trail5231,medium,7466,7754,25
Trail5232,hard,3967,3761,9
Trail5233,hard,1870,1638,24
Trail5234,easy,9682,4540,1
Trail5235,easy,9570,3252,6
Trail5236,medium,6778,3201,2
Trail5237,hard,4842,8600,6
Trail5238,hard,406,5352,6
Trail5239,easy,2872,511,14
Trail5240,medium,3781,5750,6
Trail5241,medium,8279,7248,25
Trail5242,easy,4236,2723,11
Trail5243,medium,4312,2060,8
Trail5244,medium,7743,4374,5
Trail5245,medium,5234,9899,7
Trail5246,easy,9150,3498,7
Trail5247,hard,3399,180,24
Trail5248,medium,5160,9190,17
Trail5249,medium,7858,9557,26
Trail5250,easy,6052,2323,10
Trail5251,medium,6328,8994,27
Trail5252,medium,7587,9565,22
Trail5253,medium,1757,7752,20
Trail5254,easy,3351,357,21
Trail5255,easy,4355,8567,28
Trail5256,medium,7312,7082,13
Trail5257,hard,6139,4922,28
Trail5258,hard,2263,1013,19
Trail5259,hard,1820,5099,27
Trail5260,easy,8089,7809,28
Trail5261,medium,9874,2427,28
Trail5262,hard,3507,7563,13
Trail5263,easy,8547,5380,15
Trail5264,easy,604,6882,9
Trail5265,easy,2349,3618,24
Trail5266,hard,8797,4658,27
Trail5267,medium,1984,8167,10
Trail5268,easy,5583,3988,10
Trail5269,hard,3791,5462,30
Trail5270,medium,672,5130,18
Trail5271,easy,9600,607,25
Trail5272,medium,1957,4242,6
Trail5273,hard,9599,8807,29
Trail5274,easy,8332,7758,18
Trail5275,easy,281,759,20
Trail5276,medium,1128,3590,8
Trail5277,medium,7220,2252,19
Trail5278,hard,9922,5622,19
Trail5279,easy,5537,652,1
Trail5280,medium,4335,1607,28
Trail5281,easy,6339,674,2
Trail5282,hard,1609,9495,21
Trail5283,hard,3814,5350,2
Trail5284,easy,7948,2294,8
Trail5285,hard,9829,317,21
Trail5286,hard,3452,4560,26
Trail5287,medium,915,3008,17
Trail5288,medium,4717,1537,6
Trail5289,easy,2679,8141,20
Trail5290,easy,9046,7453,3
Trail5291,easy,7035,7042,22
Trail5292,hard,4096,4562,20
Trail5293,easy,1078,2215,11
Trail5294,easy,3718,7005,4
Trail5295,medium,9318,6739,4
Trail5296,medium,170,9028,27
Trail5297,easy,7039,3568,20
Trail5298,medium,5322,582,8
Trail5299,medium,5606,1814,22
Trail5300,medium,9860,2960,15
Trail5301,hard,9111,5038,8
Trail5302,easy,8426,96,25
Trail5303,medium,9098,7816,7
Trail5304,medium,8515,345,22
Trail5305,easy,6926,5792,29
Trail5306,easy,6588,1560,14
Trail5307,easy,3324,8679,11
Trail5308,easy,2684,9121,25
Trail5309,medium,5235,4344,11
Trail5310,medium,5550,8790,19
Trail5311,easy,6409,4807,19
Trail5312,hard,3135,6671,7
Trail5313,easy,9805,5834,29
Trail5314,hard,23,5805,6
Trail5315,easy,9837,9718,8
Trail5316,hard,2553,4180,3
Trail5317,medium,6924,9757,27
Trail5318,medium,1772,2128,17
Trail5319,medium,5449,9866,10
Trail5320,hard,1961,437,26
Trail5321,easy,7130,3101,30
Trail5322,hard,7140,3954,17
Trail5323,hard,8071,6425,22
Trail5324,hard,9462,8674,8
Trail5325,medium,881,5115,17
Trail5326,hard,6695,3555,6
Trail5327,easy,5351,6663,13
Trail5328,hard,836,6885,20
Trail5329,easy,5207,3468,19
Trail5330,easy,6702,9239,16
Trail5331,medium,3260,7168,30
Trail5332,hard,7175,8893,2
Trail5333,medium,3649,8077,16
Trail5334,hard,9604,3275,17
Trail5335,medium,910,6462,23
Trail5336,easy,910,2404,16
Trail5337,hard,3154,1747,8
Trail5338,medium,5369,2497,21
Trail5339,medium,6025,3235,8
Trail5340,easy,9495,509,28
Trail5341,hard,6309,3542,8
Trail5342,medium,4030,5445,13
Trail5343,easy,6670,4783,7
Trail5344,medium,5545,616,12
Trail5345,medium,3607,728,11
Trail5346,hard,8126,6682,13
Trail5347,easy,7384,2202,19
Trail5348,medium,4850,7192,21
Trail5349,medium,9640,9610,2
Trail5350,hard,5353,1082,20
Trail5351,medium,2593,1132,16
Trail5352,easy,345,8688,16
Trail5353,hard,5571,1177,10
Trail5354,medium,5075,2492,7
Trail5355,hard,6549,1702,15
Trail5356,hard,5997,3552,8
Trail5357,hard,1198,7896,27
Trail5358,easy,6846,631,5
Trail5359,easy,1764,7101,22
Trail5360,medium,1709,1022,2
Trail5361,easy,6354,7785,2
Trail5362,easy,7033,7092,11
Trail5363,medium,7653,1595,18
Trail5364,medium,4190,3921,19
Trail5365,easy,5101,7993,30
Trail5366,medium,5764,3533,15
Trail5367,medium,7370,3242,4
Trail5368,easy,4738,9203,25
Trail5369,easy,5697,9159,1
Trail5370,hard,8843,4827,29
Trail5371,easy,9922,9139,9
Trail5372,medium,398,1658,17
Trail5373,hard,4698,8390,24
Trail5374,easy,6047,7467,3
Trail5375,hard,3570,4486,15
Trail5376,easy,1454,5055,30
Trail5377,medium,7011,6937,2
Trail5378,hard,2304,1417,14
Trail5379,easy,9083,6976,23
Trail5380,hard,3114,128,7
Trail5381,hard,399,160,22
Trail5382,easy,8484,4536,20
Trail5383,hard,4364,6368,14
Trail5384,easy,2097,4894,13
Trail5385,easy,5468,3037,5
Trail5386,easy,7259,4485,18
Trail5387,medium,9212,1640,3
Trail5388,medium,7814,1364,7
Trail5389,medium,5615,1417,8
Trail5390,hard,5495,62,22
Trail5391,hard,3471,5609,9
Trail5392,medium,7408,6604,11
Trail5393,easy,356,2665,29
Trail5394,hard,7757,2831,16
Trail5395,hard,5456,3613,21
Trail5396,easy,8567,5851,23
Trail5397,medium,2446,2584,25
Trail5398,medium,758,9373,14
Trail5399,hard,1770,5162,11
Trail5400,hard,7225,4675,1
Trail5401,medium,6487,8665,1
Trail5402,hard,4991,661,19
Trail5403,easy,679,2334,2
Trail5404,hard,5519,8005,4
Trail5405,medium,2463,104,10
Trail5406,hard,3152,3312,5
Trail5407,hard,7482,5536,18
Trail5408,hard,5333,4493,22
Trail5409,hard,9622,6125,3
Trail5410,medium,2262,3998,30
Trail5411,medium,7527,7459,6
Trail5412,easy,5158,9253,29
Trail5413,medium,7211,6266,4
Trail5414,hard,9633,3054,16
Trail5415,medium,9264,8265,22
Trail5416,hard,4012,9745,12
Trail5417,easy,9275,9926,2
Trail5418,medium,2745,6995,8
Trail5419,hard,9303,5485,15
Trail5420,hard,3396,8826,26
Trail5421,medium,8359,6913,16
Trail5422,hard,2915,4581,12
Trail5423,medium,2716,6823,14
Trail5424,easy,7363,8019,1
Trail5425,medium,5260,6879,8
Trail5426,hard,6990,6049,24
Trail5427,hard,8510,6265,4
Trail5428,hard,1705,3720,27
Trail5429,medium,4463,6571,5
Trail5430,easy,2371,9763,12
Trail5431,medium,4779,1067,23
Trail5432,easy,1533,3226,14
Trail5433,easy,7932,7523,20
Trail5434,hard,1580,4261,1
Trail5435,easy,639,441,24
Trail5436,easy,3902,4732,1
Trail5437,easy,528,1317,20
Trail5438,easy,9406,9327,26
Trail5439,easy,5304,3888,25
Trail5440,easy,5958,9318,15
Trail5441,hard,395,9836,8
Trail5442,hard,6405,8839,19
Trail5443,easy,7598,6772,18
Trail5444,hard,8020,6108,26
Trail5445,easy,2269,7932,12
Trail5446,easy,9414,1703,26
Trail5447,hard,699,3671,20
Trail5448,hard,3642,7668,19
Trail5449,medium,7190,7681,29
Trail5450,hard,9289,2579,6
Trail5451,easy,9286,6975,7
Trail5452,hard,7973,6498,5
Trail5453,medium,5935,7993,4
Trail5454,medium,4641,872,25
Trail5455,hard,9737,5551,25
Trail5456,medium,1869,3755,26
Trail5457,hard,7432,4404,9
Trail5458,medium,8284,9051,21
Trail5459,easy,7489,7656,16
Trail5460,medium,7335,7752,13
Trail5461,easy,1633,6479,9
Trail5462,medium,2948,2021,10
Trail5463,easy,1988,5213,7
Trail5464,easy,6767,3900,30
Trail5465,hard,2885,156,23
Trail5466,easy,3950,4880,23
Trail5467,easy,3508,649,14
Trail5468,hard,710,9472,25
Trail5469,easy,2417,916,3
Trail5470,easy,8072,5824,1
Trail5471,medium,4826,2244,25
Trail5472,easy,217,5587,21
Trail5473,easy,4554,383,15
Trail5474,hard,4284,5937,6
Trail5475,hard,6453,9084,21
Trail5476,medium,2863,2104,23
Trail5477,medium,2250,5589,15
Trail5478,medium,8944,156,4
Trail5479,medium,7029,2925,25
Trail5480,medium,6522,6309,1
Trail5481,hard,5699,1545,14
Trail5482,easy,496,685,11
Trail5483,medium,5660,4975,2
Trail5484,easy,5392,544,26
Trail5485,hard,8620,1313,6
Trail5486,medium,3940,9548,11
Trail5487,easy,8803,6584,11
Trail5488,hard,5453,2516,26
Trail5489,hard,3305,4313,3
Trail5490,medium,3604,4040,26
Trail5491,medium,3320,5790,28
Trail5492,hard,4456,9373,27
Trail5493,easy,5097,6976,16
Trail5494,easy,7225,345,27
Trail5495,medium,9294,182,3
Trail5496,medium,8903,2252,15
Trail5497,easy,5445,6680,22
Trail5498,medium,3626,220,5
Trail5499,easy,8909,6125,15
Trail5500,medium,5311,9051,28
Trail5501,easy,6966,3324,23
Trail5502,hard,8823,9088,11
Trail5503,medium,7645,3220,30
Trail5504,easy,2917,9098,6
Trail5505,medium,6090,4215,2
Trail5506,hard,8769,6925,17
Trail5507,hard,147,9408,13
Trail5508,easy,5383,3440,15
Trail5509,hard,8256,8531,6
Trail5510,medium,9826,1619,28
Trail5511,easy,8561,1482,10
Trail5512,medium,2333,3155,11
Trail5513,hard,9586,3636,24
Trail5514,medium,3998,1229,2
Trail5515,easy,1983,9743,8
Trail5516,hard,7895,199,3
Trail5517,easy,9625,74,15
Trail5518,medium,6737,9129,1
Trail5519,hard,1831,6401,12
Trail5520,medium,4228,1816,20
Trail5521,hard,8003,5892,24
Trail5522,hard,1686,2436,25
Trail5523,easy,3886,3247,8
Trail5524,medium,1744,9113,25
Trail5525,hard,1667,5577,16
Trail5526,easy,9719,7898,25
Trail5527,easy,8177,6124,2
Trail5528,hard,6503,7423,19
Trail5529,medium,2978,6953,16
Trail5530,hard,7985,157,4
Trail5531,medium,4755,3611,10
Trail5532,easy,8122,5598,22
Trail5533,easy,9297,2742,18
Trail5534,medium,4635,5233,26
Trail5535,easy,7294,671,30
Trail5536,hard,2082,1088,16
Trail5537,hard,5263,3453,13
Trail5538,hard,5752,3874,27
Trail5539,easy,8624,5442,8
Trail5540,hard,5277,2741,13
Trail5541,medium,7025,6822,14
Trail5542,medium,8536,3657,7
Trail5543,easy,7213,5569,27
Trail5544,hard,5815,6048,1
Trail5545,easy,5030,295,26
Trail5546,easy,4777,2490,12
Trail5547,medium,3023,1480,3
Trail5548,hard,4215,2195,23
Trail5549,easy,418,5486,27
Trail5550,easy,8271,7285,3
Trail5551,easy,3149,2982,27
Trail5552,easy,6659,8277,5
Trail5553,medium,4773,1912,18
Trail5554,medium,8903,5182,24
Trail5555,hard,5441,7168,30
Trail5556,medium,4156,2924,15
Trail5557,hard,1267,789,11
Trail5558,hard,4210,2064,2
Trail5559,medium,2250,4802,30
Trail5560,medium,1745,3705,20
Trail5561,hard,2222,8456,8
Trail5562,medium,8285,1709,29
Trail5563,easy,838,6011,28
Trail5564,easy,4102,7110,5
Trail5565,easy,777,6664,24
Trail5566,medium,4758,9299,12
Trail5567,easy,8063,5999,15
Trail5568,medium,563,2804,3
Trail5569,hard,6843,8743,23
Trail5570,medium,1176,9180,12
Trail5571,medium,3548,8438,18
Trail5572,medium,3309,8609,10
Trail5573,easy,8406,7212,29
Trail5574,hard,8006,5620,5
Trail5575,medium,2209,2525,13
Trail5576,easy,307,5476,11
Trail5577,hard,3257,915,29
Trail5578,easy,8389,6247,22
Trail5579,easy,5219,5759,12
Trail5580,hard,3568,4896,28
Trail5581,medium,9665,1588,8
Trail5582,hard,5111,2876,14
Trail5583,hard,9889,2241,28
Trail5584,hard,9746,24,21
Trail5585,hard,8961,4169,23
Trail5586,hard,9472,9053,11
Trail5587,hard,3361,9188,2
Trail5588,medium,7711,1291,9
Trail5589,medium,2133,8623,9
Trail5590,medium,2016,2503,8
Trail5591,easy,4487,1513,1
Trail5592,hard,2056,685,8
Trail5593,medium,1962,4245,16
Trail5594,medium,6806,256,22
Trail5595,easy,4932,1112,28
Trail5596,hard,6464,3304,17
Trail5597,medium,7371,8874,13
Trail5598,easy,2968,8417,9
Trail5599,medium,2239,9034,18
Trail5600,hard,5754,8625,26
Trail5601,hard,9967,8338,11
Trail5602,hard,4549,7060,10
Trail5603,medium,8183,5,4
Trail5604,easy,2914,623,6
Trail5605,easy,8965,8492,15
Trail5606,easy,8053,6923,23
Trail5607,medium,7138,5885,12
Trail5608,hard,9213,4952,1
Trail5609,medium,4814,1793,13
Trail5610,easy,2296,8271,15
Trail5611,hard,486,2141,14
Trail5612,easy,2064,8160,30
Trail5613,easy,3583,5481,26
Trail5614,medium,1839,134,13
Trail5615,hard,2092,3556,26
Trail5616,hard,2312,7387,24
Trail5617,medium,6234,63,3
Trail5618,easy,4138,9375,25
Trail5619,hard,6848,6163,5
Trail5620,medium,6516,1573,18
Trail5621,hard,1100,4186,21
Trail5622,easy,9607,8763,13
Trail5623,medium,3725,3691,5
Trail5624,easy,6547,5516,25
Trail5625,hard,760,1248,12
Trail5626,medium,8564,1047,22
Trail5627,hard,6036,181,6
Trail5628,medium,7164,8782,27
Trail5629,medium,3111,5055,30
Trail5630,medium,5754,5373,27
Trail5631,medium,7602,8678,7
Trail5632,easy,2432,2017,1
Trail5633,medium,7931,4745,11
Trail5634,easy,1281,7710,12
Trail5635,easy,7126,5460,6
Trail5636,easy,3378,4268,17
Trail5637,hard,8348,8534,26
Trail5638,medium,5804,1234,13
Trail5639,medium,2216,562,17
Trail5640,hard,8330,6898,24
Trail5641,medium,9820,2528,3
Trail5642,hard,6326,9143,11
Trail5643,easy,9640,9419,1
Trail5644,medium,7500,841,27
Trail5645,easy,8964,3221,18
Trail5646,hard,6820,9579,3
Trail5647,medium,618,4988,23
Trail5648,easy,209,3587,26
Trail5649,hard,6827,8390,7
Trail5650,hard,2049,3073,3
Trail5651,easy,1341,1770,3
Trail5652,easy,2334,2437,17
Trail5653,hard,7967,3136,23
Trail5654,hard,641,508,23
Trail5655,medium,8207,8712,3
Trail5656,easy,4537,147,16
Trail5657,medium,3286,2082,30
Trail5658,easy,283,5057,15
Trail5659,easy,2637,5503,7
Trail5660,hard,6262,1285,26
Trail5661,easy,5815,2215,12
Trail5662,medium,7364,8113,11
Trail5663,easy,2427,3743,13
Trail5664,hard,1717,9439,6
Trail5665,easy,227,2189,13
Trail5666,medium,6579,9842,6
Trail5667,easy,2305,7863,3
Trail5668,medium,333,4133,15
Trail5669,hard,7710,7009,11
Trail5670,hard,490,8008,9
Trail5671,medium,7511,963,23
Trail5672,medium,3187,5387,9
Trail5673,easy,7858,7909,22
Trail5674,easy,8431,5620,30
Trail5675,medium,29,2934,14
Trail5676,hard,5613,165,2
Trail5677,hard,4103,3794,9
Trail5678,medium,3080,7360,26
Trail5679,hard,3143,4918,25
Trail5680,easy,3723,8417,18
Trail5681,medium,3833,8862,12
Trail5682,easy,248,338,19
Trail5683,medium,5958,5164,14
Trail5684,hard,6699,7898,15
Trail5685,hard,4579,8147,11
Trail5686,easy,1357,8564,1
Trail5687,hard,7133,6690,6
Trail5688,easy,3907,7497,19
Trail5689,easy,9510,4498,28
Trail5690,medium,6122,3528,22
Trail5691,hard,8892,8867,2
Trail5692,easy,5430,766,1
Trail5693,easy,3702,1618,3
Trail5694,hard,804,875,26
Trail5695,hard,9959,8861,10
Trail5696,medium,7489,1535,16
Trail5697,easy,7846,2064,21
Trail5698,easy,7521,2972,5
Trail5699,hard,6951,8122,7
Trail5700,easy,2543,5247,8
Trail5701,medium,1322,8473,12
Trail5702,easy,1934,887,21
Trail5703,hard,8579,4957,13
Trail5704,medium,416,6905,13
Trail5705,hard,5262,6842,22
Trail5706,hard,206,3876,7
Trail5707,medium,7141,9133,26
Trail5708,medium,2966,1285,26
Trail5709,hard,2753,5136,8
Trail5710,easy,5132,9855,10
Trail5711,easy,5071,6950,14
Trail5712,hard,7822,3907,1
Trail5713,easy,7407,1321,9
Trail5714,easy,2696,9214,2
Trail5715,medium,8248,2237,26
Trail5716,medium,3115,6499,13
Trail5717,medium,6483,4216,11
Trail5718,easy,3760,9331,13
Trail5719,hard,5002,9571,15
Trail5720,easy,3973,4192,10
Trail5721,easy,964,326,24
Trail5722,hard,9469,5300,16
Trail5723,easy,4577,2995,25
Trail5724,medium,3296,8807,15
Trail5725,easy,2288,9850,3
Trail5726,hard,7810,8244,1
Trail5727,medium,1537,5142,20
Trail5728,easy,5047,6946,24
Trail5729,medium,1066,823,6
Trail5730,medium,1456,1465,9
Trail5731,hard,7271,8378,11
Trail5732,medium,8963,8118,13
Trail5733,hard,9629,4567,1
Trail5734,medium,5379,1040,21
Trail5735,medium,7692,3257,10
Trail5736,easy,7763,8743,12
Trail5737,easy,151,9982,17
Trail5738,hard,2726,4115,3
Trail5739,easy,9877,1906,17
Trail5740,easy,8274,9784,14
Trail5741,medium,1752,5865,15
Trail5742,hard,6108,7168,10
Trail5743,easy,7252,3751,23
Trail5744,easy,801,1455,7
Trail5745,medium,7960,9924,2
Trail5746,hard,9812,6057,12
Trail5747,medium,6017,2518,28
Trail5748,easy,9674,9957,8
Trail5749,hard,6355,589,25
Trail5750,easy,8973,258,18
Trail5751,medium,3693,4101,29
Trail5752,easy,717,3277,15
Trail5753,easy,8524,9741,23
Trail5754,medium,3617,6340,17
Trail5755,easy,4746,4906,7
Trail5756,medium,9050,5117,3
Trail5757,hard,9290,8292,6
Trail5758,easy,6721,8430,13
